frame,second,predicted_class_max,pushup,abworkout,squat,pullup,run,jump,rest,totalcounter
1905,79.375,abworkout,16,5,1,6,3,0,0,31
1907,79.45833333333333,abworkout,16,5,1,6,3,0,0,31
1909,79.54166666666667,abworkout,16,5,1,6,3,0,0,31
1911,79.625,abworkout,16,5,1,6,3,0,0,31
1913,79.70833333333333,abworkout,16,5,1,6,3,0,0,31
1915,79.79166666666667,abworkout,16,5,1,6,3,0,0,31
1917,79.875,abworkout,16,5,1,6,3,0,0,31
1919,79.95833333333333,abworkout,16,5,1,6,3,0,0,31
1921,80.04166666666667,abworkout,16,5,1,6,3,0,0,31
1923,80.125,abworkout,16,5,1,6,3,0,0,31
1925,80.20833333333333,abworkout,16,5,1,6,3,0,0,31
1927,80.29166666666667,abworkout,16,5,1,6,3,0,0,31
1929,80.375,abworkout,16,5,1,6,3,0,0,31
1931,80.45833333333333,abworkout,16,6,1,6,3,0,0,32
1933,80.54166666666667,abworkout,16,6,1,6,3,0,0,32
1935,80.625,abworkout,16,6,1,6,3,0,0,32
1937,80.70833333333333,abworkout,16,6,1,6,3,0,0,32
1939,80.79166666666667,abworkout,16,6,1,6,3,0,0,32
1941,80.875,abworkout,16,6,1,6,3,0,0,32
1943,80.95833333333333,abworkout,16,6,1,6,3,0,0,32
1945,81.04166666666667,abworkout,16,6,1,6,3,0,0,32
1947,81.125,abworkout,16,6,1,6,3,0,0,32
1949,81.20833333333333,abworkout,16,6,1,6,3,0,0,32
1951,81.29166666666667,abworkout,16,6,1,6,3,0,0,32
1953,81.375,abworkout,16,6,1,6,3,0,0,32
1955,81.45833333333333,abworkout,16,6,1,6,3,0,0,32
1957,81.54166666666667,abworkout,16,6,1,6,3,0,0,32
1959,81.625,abworkout,16,6,1,6,3,0,0,32
1961,81.70833333333333,abworkout,16,6,1,6,3,0,0,32
1963,81.79166666666667,abworkout,16,6,1,6,3,0,0,32
1965,81.875,abworkout,16,6,1,6,3,0,0,32
1967,81.95833333333333,abworkout,16,6,1,6,3,0,0,32
1969,82.04166666666667,abworkout,16,6,1,6,3,0,0,32
1971,82.125,abworkout,16,6,1,6,3,0,0,32
1973,82.20833333333333,abworkout,16,6,1,6,3,0,0,32
1975,82.29166666666667,abworkout,16,6,1,6,3,0,0,32
1977,82.375,abworkout,16,6,1,6,3,0,0,32
1979,82.45833333333333,abworkout,16,6,1,6,3,0,0,32
1981,82.54166666666667,abworkout,16,6,1,6,3,0,0,32
1983,82.625,abworkout,16,6,1,6,3,0,0,32
1985,82.70833333333333,abworkout,16,6,1,6,3,0,0,32
1987,82.79166666666667,abworkout,16,6,1,6,3,0,0,32
1989,82.875,abworkout,16,6,1,6,3,0,0,32
